Name,Table,Season,Team,Lg,Salary,,
Alaa Abdelnaby,salaries,1990-91,Portland Trail Blazers,NBA,$395000,,
Alaa Abdelnaby,salaries,1991-92,Portland Trail Blazers,NBA,$494000,,
Alaa Abdelnaby,salaries,1992-93,Boston Celtics,NBA,$500000,,
Alaa Abdelnaby,salaries,1993-94,Boston Celtics,NBA,$805000,,
Alaa Abdelnaby,salaries,1994-95,Sacramento Kings,NBA,$650000,,
Name,Table,Season,Team,Lg,Salary,,
Kareem Abdul-Jabbar,salaries,1985-86,Los Angeles Lakers,NBA,$2,30030,0
Kareem Abdul-Jabbar,salaries,1987-88,Los Angeles Lakers,NBA,$2,0,0
Kareem Abdul-Jabbar,salaries,1988-89,Los Angeles Lakers,NBA,$3,0,0
Name,Table,Season,Team,Lg,Salary,,
Mahmoud Abdul-Rauf,salaries,1990-91,Denver Nuggets,NBA,$1,660660,0
Mahmoud Abdul-Rauf,salaries,1991-92,Denver Nuggets,NBA,$2,8008,0
Mahmoud Abdul-Rauf,salaries,1992-93,Denver Nuggets,NBA,$2,358358,0
Mahmoud Abdul-Rauf,salaries,1993-94,Denver Nuggets,NBA,$1,825825,0
Mahmoud Abdul-Rauf,salaries,1994-95,Denver Nuggets,NBA,$2,200200,0
Mahmoud Abdul-Rauf,salaries,1995-96,Denver Nuggets,NBA,$2,600600,0
Mahmoud Abdul-Rauf,salaries,1996-97,Sacramento Kings,NBA,$3,100100,0
Mahmoud Abdul-Rauf,salaries,1997-98,Sacramento Kings,NBA,$3,300300,0
Mahmoud Abdul-Rauf,salaries,2000-01,Vancouver Grizzlies,NBA,$798500,,
Name,Table,Season,Team,Lg,Salary,,
Tariq Abdul-Wahad,salaries,1997-98,Sacramento Kings,NBA,$1,226226,880
Tariq Abdul-Wahad,salaries,1998-99,Sacramento Kings,NBA,$1,411411,0
Tariq Abdul-Wahad,salaries,1999-00,Denver Nuggets,NBA,$1,594594,920
Tariq Abdul-Wahad,salaries,2000-01,Denver Nuggets,NBA,$4,500500,0
Tariq Abdul-Wahad,salaries,2001-02,Denver Nuggets,NBA,$5,62062,500
Tariq Abdul-Wahad,salaries,2002-03,Dallas Mavericks,NBA,$5,625625,0
Tariq Abdul-Wahad,salaries,2003-04,Dallas Mavericks,NBA,$6,187187,500
Tariq Abdul-Wahad,salaries,2004-05,Dallas Mavericks,NBA,$6,750750,0
